duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,cast_total_facebook_likes,facenumber_in_poster,budget,actor_2_facebook_likes,movie_facebook_likes,rating
98,36,900,13000,57262492,17582,4,24000000,2000,0,B
88,480,497,8000,74608545,10325,4,24000000,909,0,B
137,0,161,12000,41895491,12947,1,24000000,443,12000,B
100,41,970,45000,39989008,49847,2,24000000,1000,891,C
115,597,597,893,32662299,3946,1,24000000,854,0,B
101,0,92,218,31452765,638,7,24000000,216,0,B
94,293,939,18000,32416109,32474,0,25000000,12000,15000,B
88,269,384,1000,20218,2557,2,24000000,489,204,C
127,446,898,11000,28871190,13433,0,24000000,1000,0,B
95,126,886,2000,16964743,4681,1,24000000,989,876,C
87,25,611,1000,16290976,3243,0,24000000,670,619,B
107,48,940,1000,12372410,4971,1,24000000,957,650,C
124,41,197,512,8427204,1523,0,24000000,481,153,C
89,41,847,2000,9639242,5470,0,24000000,1000,0,C
88,192,847,3000,25003072,5737,0,24000000,859,13000,C
93,9,254,23000,4308981,24436,2,24000000,284,839,D
80,18,73,742,669276,1088,0,28000000,83,408,B
120,6,382,22000,42880,23769,3,24000000,670,181,C
98,88,706,12000,23225911,14699,1,24000000,854,12000,B
119,6000,422,23000,4710455,24263,0,24000000,713,13000,A
201,0,84,6000,218051260,7122,0,207000000,918,0,B
90,153,427,11000,161487252,13823,0,20000000,1000,0,B
127,883,441,11000,290158751,12643,0,18000000,504,17000,A
119,0,244,10000,65807024,11013,0,19000000,345,0,B
98,70,591,1000,53302314,3345,1,23000000,847,0,B
101,0,1000,33000,40962534,57077,1,12500000,22000,22000,B
112,123,787,14000,39235088,16196,0,23000000,991,5000,B
97,956,99,20000,27338033,20798,3,23000000,551,0,B
126,0,105,19000,25556065,19359,1,23000000,128,148000,A
97,131,62,23000,21973182,23242,2,23000000,81,0,B
100,3,88,2000,4756,2450,4,25000000,228,0,C
114,61,407,20000,18653615,22040,2,23000000,797,638,B
101,3,120,448,12189514,829,0,23000000,143,0,B
88,12,249,327,13019253,1509,4,23000000,281,153,C
92,114,434,912,20763013,2355,0,23000000,535,0,D
98,4,11000,29000,12782508,63194,2,23000000,22000,1000,B
94,258,424,721,11508423,2453,2,23000000,463,376,C
102,277,57,327,10660147,672,0,23000000,261,0,B
121,549,883,11000,6777589,24248,2,,9000,0,B
111,105,64,527,6109075,735,1,19430000,86,0,B
90,78,720,2000,,4142,1,11000000,1000,0,B
100,350,30,201,2708188,365,1,23000000,123,0,B
50,,543,787,,3276,0,,748,532,B
139,3,107,556,,1059,0,23000000,155,765,B
114,101,23,129,71975611,214,0,25000000,25,11000,B
96,0,542,1000,38119483,2936,2,22700000,605,13000,B
111,0,234,523,4190530,1795,0,22500000,468,18000,B
107,101,743,931,176483808,4664,1,23000000,852,0,B
97,11,595,901,144833357,2790,0,22000000,775,0,B
127,102,1000,2000,75597042,6657,0,20000000,1000,0,B
110,99,835,12000,90636983,15170,0,22000000,941,0,B
84,42,182,436,55762229,1203,1,22000000,241,1000,C
240,0,249,545,,1943,0,22000000,429,12000,A
122,529,171,820,54235441,1484,3,22000000,201,55000,B
114,34,287,649,50728000,1725,0,22000000,327,0,C
170,25,55,329,59696176,775,1,22000000,134,15000,C
133,235,105,955,51483949,1777,0,22000000,593,0,B
112,101,218,896,36020063,2019,2,22000000,561,0,B
115,0,266,12000,25842000,13619,0,22000000,1000,2000,B
105,31,110,390,30659817,1006,10,26000000,311,0,B
110,118,287,11000,5773519,12876,2,40000000,1000,11000,B
108,24,100,150,3108216,540,2,,104,0,B
96,221,110,240,19351569,664,1,22000000,226,739,C
142,0,854,978,19283782,5386,0,22000000,911,0,B
104,0,898,8000,30059386,11632,5,22000000,1000,0,B
136,0,3000,19000,35799026,34838,1,126000000,12000,0,B
106,12,595,962,17951431,4239,1,30000000,844,804,C
100,39,798,26000,19783777,39989,1,22000000,11000,15000,B
95,34,368,554,13555988,2216,1,22000000,439,0,C
107,737,678,6000,12784713,8094,11,22000000,718,0,B
104,87,691,1000,10696210,3148,0,23500000,826,716,D
104,53,576,2000,5974653,4221,0,22000000,595,158,C
77,37,795,3000,9694105,5568,0,22000000,968,272,D
114,2,567,40000,4829497,42484,1,,1000,0,B
145,719,104,2000,4398392,2590,1,21000000,380,0,B
100,21,552,14000,13746550,15922,5,2000000,618,0,B
104,144,290,939,20668843,2453,3,22000000,875,687,C
92,607,35,813,,1011,0,12000000,85,0,B
105,43,827,22000,1796024,37766,1,22000000,14000,0,C
116,108,120,23000,11326836,24134,0,22000000,820,17000,B
119,209,521,1000,49024969,3284,0,25000000,896,0,B
117,89,442,12000,24362501,13576,1,21500000,541,0,B
112,11000,159,385,16684352,1205,0,17000000,223,18000,B
136,16000,216,16000,46700000,16805,1,21000000,281,0,C
81,406,406,893,52008288,3003,1,21000000,795,0,B
96,8,199,533,42660000,1254,0,17000000,219,1000,C
122,737,14000,34000,132088910,72115,0,21000000,22000,117000,B
123,98,579,2000,36581633,3994,1,21000000,826,10000,B
133,0,637,1000,37721949,6035,0,,912,0,B
92,255,447,26000,25296447,27572,0,21000000,1000,0,B
110,65,149,3000,24848292,4089,1,20000000,427,0,B
60,,,98,,98,0,3000000,,141,D
98,0,374,925,9430988,1997,2,17000000,472,7000,B
112,52,347,15000,6830957,16692,3,21000000,1000,365,B
127,140,10000,19000,24104113,46241,1,20000000,14000,24000,B
91,0,220,34000,958319,34705,0,21000000,242,17000,B
114,19,842,1000,69700000,3688,2,35000000,883,0,C
115,0,716,1000,2840417,2990,0,31000000,900,6000,B
135,14000,252,559,128300000,1591,0,19400870,481,0,B
90,2,807,16000,20259297,19952,0,20000000,1000,0,C
100,12000,605,936,153665036,4121,1,28000000,901,0,B
105,163,338,1000,132541238,2505,2,33000000,409,800,C
101,79,218,608,117224271,1787,1,20000000,362,0,B
131,82,85,813,102922376,1520,0,20000000,366,0,C
91,67,597,2000,94497271,4729,1,20000000,641,0,D
112,0,697,6000,137387272,9049,0,20000000,960,131000,B
100,265,265,989,84518155,2654,0,20000000,830,11000,C
105,154,501,884,80050171,2287,0,20000000,617,0,B
114,118,40,489,12831121,679,0,30000000,93,0,B
109,322,861,1000,69148997,6313,4,37000000,960,0,C
115,729,552,8000,82624961,9578,0,20000000,727,22000,B
117,99,165,596,67325559,1293,0,20000000,265,0,B
134,0,500,2000,56667870,4251,0,20000000,660,83000,A
121,0,721,2000,60072596,6657,8,20000000,907,0,C
105,13000,658,40000,56362352,42330,0,20000000,967,16000,B
114,0,582,982,65623128,2753,5,20000000,618,0,C
104,607,109,813,,1196,0,1800000,165,0,B
100,24,851,15000,55461307,18786,9,20000000,1000,18000,B
85,64,729,3000,48546578,6539,0,20000000,869,806,D
72,0,384,3000,47887943,4480,0,20000000,455,227,C
89,19,349,526,46363118,1383,0,20000000,392,1000,C
96,9,107,826,47852604,1825,0,20000000,626,0,C
77,25,16,304,45542421,575,0,30000000,253,347,B
111,132,455,1000,42652003,2851,0,20000000,465,33000,B
30,,295,607,,1530,2,,378,211,D
129,468,183,919,37567440,2024,0,20000000,691,0,B
128,310,77,745,44988180,1058,2,20000000,168,80000,A
137,70,464,4000,39143839,5746,0,20000000,884,930,C
124,8,232,508,37672350,1660,1,20000000,270,0,C
93,12,636,18000,38037513,20188,2,20000000,769,0,B
115,272,1000,49000,37442180,52571,1,20000000,2000,0,B
98,20,160,889,,2110,0,20000000,877,4000,C
127,16,399,565,35422828,1735,1,20000000,441,0,B
82,82,354,759,36658108,2898,7,20000000,401,16000,D
143,0,51,11000,34300771,11248,3,25000000,119,0,B
103,189,949,2000,34290142,4662,8,19800000,1000,14000,B
104,53,652,22000,33422556,33903,0,20000000,11000,0,B
92,34,322,383,34334256,1945,0,11000000,333,16000,C
88,92,636,31000,32014289,34319,8,20000000,881,13000,D
128,835,755,11000,31838002,13189,1,20000000,896,10000,B
91,17,78,534,30079316,1083,0,35000000,385,0,C
90,12,587,786,35033759,2462,4,19000000,651,21000,B
115,39,254,13000,29753944,14275,3,20000000,481,0,B
101,29,429,812,29062561,3292,0,,533,0,C
87,2,270,741,26876529,1834,1,27000000,297,0,D
101,154,497,1000,53146000,3174,1,20000000,816,613,B
111,79,287,26000,30028592,27755,0,20000000,811,0,B
108,1000,1000,14000,34126138,19364,1,20000000,4000,52000,A
105,99,518,2000,25677801,4813,6,20000000,938,0,C
99,26,650,720,25584685,3327,5,20000000,669,590,C
98,35,16,125,29975979,189,0,20000000,37,0,B
104,14,756,2000,31584722,5707,1,20000000,934,0,B
75,19,806,1000,23078294,3590,0,9000000,934,0,C
119,23,748,25000,21413105,45841,1,20000000,19000,0,B
97,212,637,960,23292105,3261,0,20000000,917,3000,C
103,31,733,12000,26870825,14903,3,,804,0,B
89,0,470,87000,20916309,88422,4,40000000,570,431,C
106,835,458,1000,21200000,3598,0,20000000,967,1000,B
96,24,374,646,28876924,1780,0,20000000,441,0,B
115,0,107,10000,20207003,10507,0,,311,0,B
104,0,877,2000,20241395,5123,0,20000000,1000,0,B
108,13000,285,606,32000000,1885,2,806947,332,18000,A
112,41,490,1000,19151864,3301,3,40000000,500,0,C
104,19,942,15000,23393765,18760,0,20000000,989,0,B
113,0,949,995,18882880,4039,3,20000000,975,681,C
98,15,281,691,8500000,1761,0,20000000,374,501,C
121,503,83,2000,,2251,2,20000000,92,0,B
114,160,271,1000,18252684,1816,2,30000000,367,0,B
124,57,905,11000,19661987,17050,2,20000000,3000,0,B
108,480,579,970,17803796,4374,1,20000000,931,484,C
95,83,206,991,17529157,2173,0,20000000,494,25000,C
108,0,844,16000,25753840,23296,2,19000000,4000,12000,B
68,0,253,304,18081626,861,0,20000000,286,264,B
103,0,801,21000,17518220,25263,1,20000000,1000,0,B
99,0,59,264,17104669,537,1,20000000,62,0,B
30,,215,909,,1557,2,,417,4,B
88,0,939,3000,16988996,8189,1,35000000,968,422,C
124,0,430,6000,16248701,7567,0,20000000,979,0,B
84,2,472,787,15712072,2915,0,20000000,555,269,C
122,308,10000,17000,191449475,44061,1,37000000,12000,19000,C
101,13,499,651,15408822,2698,3,20000000,555,401,C
98,143,153,302,15464026,1189,2,20000000,216,1000,C
105,909,173,1000,14359793,2327,0,,909,10000,B
225,126,202,940,8000000,1934,6,20000000,208,1000,B
111,53,233,8000,,9941,0,19500000,963,0,B
88,190,163,137000,15988876,137712,6,27000000,459,0,C
94,36,507,13000,13801755,15183,1,20000000,828,0,B
117,20,783,11000,13987482,15713,1,20000000,904,0,B
95,4,80,788,14291570,1414,2,20000000,447,10000,B
99,272,62,1000,12181484,1189,1,40000000,87,713,C
98,11000,967,1000,13383737,4302,4,20000000,979,979,B
101,176,83,3000,12987647,3431,2,30000000,268,983,B
102,563,385,12000,12469811,13156,1,22000000,442,0,B
94,394,565,922,12398628,2880,2,20000000,855,977,B
108,212,347,969,12232937,2799,1,22000000,794,0,C
116,198,884,17000,12134420,20258,0,20000000,1000,25000,B
93,18,181,400,11784000,1151,0,20000000,220,444,C
102,1000,270,734,11169531,1778,2,20000000,563,0,B
115,214,968,14000,12626905,27214,3,20000000,12000,0,B
96,11000,223,11000,10569071,11867,2,20000000,474,0,B
98,4,677,2000,10544143,4843,2,20000000,1000,311,B
101,53,580,14000,13650738,16926,1,20000000,1000,25000,B
106,277,383,22000,10555348,24887,0,20000000,2000,855,B
101,11000,2,1000,9714482,1614,0,20000000,612,0,B
87,0,548,22000,8579684,24324,0,9000000,557,0,B
111,0,725,856,9525276,3309,0,20000000,742,0,B
88,84,177,650,9109322,1343,3,20000000,384,0,E
83,10,69,688,8326035,1019,2,33000000,99,676,C
91,10,436,716,8104069,2700,3,20000000,537,233,C
108,54,463,786,8054280,2730,3,20000000,567,924,B
154,189,388,683,,2172,0,20000000,641,548,B
148,0,175,204,8093318,707,0,20000000,178,18000,B
77,3,593,787,7382993,2185,0,20000000,690,346,D
110,9,826,997,8888355,3177,19,20000000,941,0,C
83,119,633,885,7001720,2907,2,12000000,816,797,C
107,0,99,2000,7268659,2848,7,20000000,749,48000,C
100,17,86,669,6852144,1267,0,22000000,429,0,B
87,29,522,1000,6563357,4218,4,20000000,794,847,C
154,608,149,1000,6201757,1690,1,10000000,452,608,B
106,38,975,1000,6420319,5705,0,20000000,1000,15000,B
99,0,691,13000,5702083,23755,3,15000000,10000,36000,B
100,0,407,21000,5480996,39507,0,8700000,18000,0,B
94,892,81,310,5132655,838,0,20000000,294,1000,D
111,650,181,690,5205343,1573,3,20000000,224,1000,B
100,143,430,829,5005883,2295,1,20000000,681,0,B
125,78,745,1000,5749134,3979,0,20000000,969,0,B
114,329,544,1000,,3493,0,20000000,912,971,B
119,18,9,20,4234040,64,0,20000000,18,0,B
135,162,228,23000,4001121,36398,0,20000000,13000,0,B
114,0,446,975,3519627,3014,4,20000000,877,0,B
124,0,631,22000,3081925,24732,0,21000000,1000,13000,B
134,6000,745,893,2298191,2710,0,2400000000,851,11000,A
114,22,413,572,2353728,1776,5,20000000,548,235,B
124,42,161,801,2000000,1462,0,20000000,174,1000,C
104,214,430,1000,1900725,2129,1,2000000,509,0,B
118,14,400,2000,2246000,3384,4,20000000,769,0,B
107,110,722,23000,1190018,25088,2,20000000,876,20000,B
125,55,2,991,1027749,1003,4,40000000,10,1000,B
115,115,977,9000,882710,11433,2,24000000,1000,401,B
88,12,231,979,1064277,1978,0,20000000,532,831,B
122,11000,188,11000,531009,22319,0,10000000,11000,0,C
103,78,101,488,410388,991,1,2127519898,336,973,B
101,25,407,18000,375474,20354,0,20000000,723,445,B
107,58,324,699,305070,1592,1,20000000,533,399,B
86,0,3,46,206678,82,1,,33,1000,B
118,8,11,106,146072,182,0,140000000,56,136,B
107,14,311,403,1183354,1577,1,20000000,368,0,C
100,3,442,14000,121972,15612,3,22000000,506,217,C
30,,9,310,,344,4,,11,0,B
110,278,181,3000,263365,3785,2,20000000,602,0,C
106,448,648,9000,54734,10982,1,,750,0,C
7,23,51,344,,726,0,13000,281,30,C
102,10,60,483,,1113,3,25000000,472,314,B
83,0,700,12000,,15680,0,20000000,857,1000,C
153,0,7,109,,164,0,,36,58,B
98,2,53,729,,1092,4,20000000,282,70,C
105,23,897,22000,,27425,0,20000000,2000,0,B
96,160,889,14000,,17957,2,20000000,1000,0,C
105,17,897,12000,,16355,3,27220000,991,11000,B
125,43,7,2000,8047690,2608,0,19400000,594,0,B
184,34,155,486,476270,1601,2,20000000,471,0,B
236,0,232,933,184208848,2398,1,22000000,839,0,A
113,17,551,14000,58571513,15914,1,19000000,599,0,B
95,15,528,1000,51431160,3092,2,20000000,852,0,C
103,0,157,611,103001286,1212,0,15000000,422,11000,B
91,17,670,1000,41867960,3023,0,20000000,795,0,C
146,0,413,888,,2560,0,19000000,629,37000,A
116,0,459,1000,210609762,3230,0,19000000,690,39000,A
93,37,545,885,40846082,2872,0,19000000,828,0,C
113,0,256,607,51697449,1465,6,13000000,269,1000,C
101,8,110,544,27758465,1292,2,19000000,449,0,B
95,189,306,500,56127162,2020,2,18000000,308,0,C
109,93,521,31000,1357042,35561,1,15000000,3000,14000,B
43,,211,341,,1462,1,,230,0,B
85,2,402,1000,15911333,2429,1,19000000,539,663,D
101,42,219,991,39103378,2609,0,20000000,894,0,B
125,6000,7,17,10049886,44,0,19000000,10,28000,A
118,0,30,483,,635,1,,91,332,B
132,79,1000,14000,8600000,28094,2,25000000,12000,1000,B
131,33,326,876,21483154,1985,1,19000000,526,53000,B
129,51,630,948,8396942,4324,1,19000000,822,0,B
172,75,102,617,,1131,0,19000000,134,560,B
97,31,562,2000,6923891,5519,4,23000000,2000,0,B
121,33,505,1000,5308553,3260,2,,919,0,B
92,22,0,2,2119994,2,0,19000000,0,238,C
116,500,530,12000,1292527,14579,2,19000000,1000,228,B
110,44,85,8000,560512,8972,0,,691,599,B
90,15,16000,87000,64255243,120797,0,19000000,17000,0,B
81,0,836,12000,22245861,25489,0,19000000,11000,0,B
97,0,233,654,20433940,1876,8,15000000,529,0,B
107,15,27,82,,151,2,,39,124,C
118,0,551,40000,10562387,43105,0,18500000,693,15000,B
100,0,985,3000,18439082,7252,3,18500000,2000,13000,B
97,89,329,920,150056505,2771,3,18000000,798,21000,B
114,55,360,789,119938730,2085,0,18000000,424,0,B
82,119,6,332,128505958,505,1,18000000,165,0,B
96,126,584,2000,95001351,4380,1,18000000,788,0,B
105,12000,643,12000,76400000,14762,1,17000000,664,0,B
122,301,457,1000,75072454,2759,0,20000000,539,0,B
88,31,489,1000,65535067,2604,1,17000000,489,0,C
110,179,734,12000,13998282,15044,1,16000000,1000,31000,D
103,15,172,723,6061759,1615,0,17000000,552,0,B
106,8,521,748,64955956,3956,4,18000000,656,265,C
98,72,566,1000,60057639,3151,2,18000000,624,10000,B
68,116,481,8000,53868030,10557,2,17000000,503,0,B
99,42,557,975,52691009,3567,2,21000000,569,0,B
107,323,794,1000,59735548,4223,1,15000000,1000,13000,B
180,869,521,692,51600000,3076,0,18000000,670,16000,A
89,29,458,2000,43818159,4867,0,20000000,690,1000,D
97,70,625,2000,86049418,5032,4,17000000,1000,0,B
113,22,148,727,43601508,1310,1,18000000,171,0,B
131,500,555,1000,41300105,3261,0,19800000,559,0,B
44,,650,828,,2546,8,,787,0,B
103,0,805,12000,41382841,14672,0,18000000,899,0,B
119,0,529,15000,42335698,21668,8,18000000,6000,114000,B
111,521,64,97,31471430,313,0,15000000,68,0,B
94,23,582,2000,30222640,4868,2,25000000,1000,0,C
122,380,2000,18000,26830000,32930,3,18000000,11000,0,B
81,8,341,844,26906039,2653,2,18000000,456,588,C
89,0,606,2000,21378000,4877,0,1000000,826,7000,B
106,80,723,2000,43853424,5024,1,18000000,795,15000,B
122,0,191,643,,2032,0,18000000,559,0,B
86,62,59,390,23993605,727,1,18000000,258,0,C
103,130,406,691,26400000,2481,1,18000000,476,2000,C
121,17000,356,22000,45250,23008,1,18000000,394,0,A
109,272,124,155,4250320,605,1,18000000,144,0,B
123,64,637,808,22452209,5734,0,18000000,720,0,C
94,0,223,11000,18329466,11984,0,18000000,642,63000,B
94,11000,975,11000,17071230,23283,0,18000000,11000,812,B
115,13,111,757,17174870,1201,2,18000000,220,0,B
107,24,85,10000,26284475,10691,13,17000000,566,0,C
91,38,362,17000,16702864,18711,0,18000000,632,591,C
125,34,1000,16000,15561627,21622,0,18000000,4000,0,B
122,0,816,14000,17750583,28933,0,30000000,13000,23000,B
102,0,529,946,14793904,4072,1,18000000,800,0,C
98,28,102,372,8000000,927,0,18000000,262,346,C
109,128,1000,11000,13491653,14995,0,18000000,2000,813,B
107,0,101,517,,1067,0,18000000,376,2000,B
90,31,179,210,10494494,676,1,18000000,193,4000,C
112,0,177,805,7837632,1466,0,18000000,223,0,B
94,0,197,712,15155772,1673,2,18000000,341,3000,C
105,6,371,723,8508843,2368,1,18000000,422,0,C
104,109,202,405,7739049,847,2,18000000,204,562,B
112,213,45,567,6734844,711,0,17000000,67,0,C
108,25,94,1000,6000000,1263,0,18000000,115,0,B
112,97,231,577,6615578,1341,2,13000000,416,0,B
111,655,405,24000,13362308,39307,1,18000000,14000,0,B
126,44,9,627,5701643,653,0,20000000,12,0,B
114,0,1000,27000,5694401,46944,4,18000000,18000,12000,B
99,379,251,456,5333658,1356,2,20000000,278,0,D
150,0,401,597,4414535,1645,0,18000000,591,0,B
117,78,238,989,4806750,1598,0,,258,0,B
112,337,201,4000,3707794,5671,0,18000000,820,0,B
108,11000,922,11000,3203044,14843,2,18000000,944,827,B
116,6,212,25000,4435083,39463,2,18000000,14000,18000,B
144,0,16,63,2222647,167,0,12000000,43,0,B
92,662,161,662,,1498,0,,290,378,C
93,28,415,1000,3500000,2319,2,2700000,695,0,C
103,154,576,1000,676698,4094,0,18000000,783,2000,B
93,190,151,364,3419967,1083,0,,253,19000,B
98,34,394,663,,2215,1,18000000,551,1000,C
334,,30,897,145118,1032,0,,30,0,B
114,157,32,84,,198,0,18000000,35,342,C
87,0,83,1000,,1592,1,3500000,177,3000,B
92,55,757,1000,,3212,1,18000000,872,0,C
105,2,69,805,63260,1185,0,14000000,306,0,B
90,78,720,2000,,4142,1,11000000,1000,0,B
89,130,183,444,,1243,1,17900000,312,0,C
114,89,920,22000,,25804,2,14000000,2000,10000,B
119,99,778,15000,121463226,17584,2,20000000,833,0,B
103,0,543,923,90485233,3699,0,,619,804,C
91,512,413,11000,,13545,2,18000000,918,0,C
80,19,854,11000,51053787,14385,1,17500000,979,0,B
121,83,242,3000,23472900,4142,1,17500000,460,12000,A
94,87,280,866,39687528,2124,1,24000000,794,0,B
93,148,170,549,7017178,1373,5,17500000,269,0,C
93,32,1000,13000,,16735,4,18000000,1000,0,C
116,0,50,109,325491,245,0,17500000,67,204,B
101,448,83,482,96471845,956,0,17000000,203,20000,B
154,0,604,2000,85200000,4228,1,18500000,626,18000,A
99,13,681,45000,72219395,50284,1,17000000,4000,0,C
104,42,613,839,82389560,3627,1,17000000,756,14000,B
126,729,284,912,71502303,2170,0,12000000,306,0,B
110,422,422,33000,19179969,35345,2,17500000,459,0,B
101,0,598,2000,47000000,4400,0,300000,742,12000,B
80,611,576,5000,84961,6229,4,31000000,643,0,B
87,9,503,818,37566230,2164,1,17000000,636,309,C
109,248,968,16000,35635046,19410,0,17000000,988,3000,B
90,52,298,723,45670855,1978,0,20000000,346,12000,C
96,36,486,1000,37939782,3294,0,17000000,580,2000,C
125,364,1000,12000,172051787,25549,0,170000000,10000,30000,B
82,12,281,8000,30324946,9271,2,17000000,357,0,B
86,33,583,15000,27854896,17396,1,17000000,976,16000,C
108,192,580,1000,41777564,4500,0,15000000,1000,0,B
98,39,428,593,22734486,2713,1,17000000,517,320,C
129,51,89,427,44469602,952,0,17000000,234,21000,B
105,49,104,680,21160089,1538,0,,503,874,B
112,36,746,10000,64998368,12676,4,17000000,751,36000,B
108,19,505,973,19693891,3344,2,34000000,954,476,C
121,0,244,989,16311763,2365,1,17000000,888,0,B
89,11,973,1000,12693621,4060,0,17000000,982,814,C
89,0,323,690,15655665,2135,2,4000000,400,110,D
73,11,142,1000,11634458,2020,0,17000000,436,339,C
132,847,625,3000,27154426,6317,1,17000000,960,4000,B
154,117,86,715,,1567,3,9000000,490,419,B
96,201,58,394,54239856,673,0,17000000,150,70000,B
98,80,399,567,8662318,2016,1,17000000,503,0,C
107,80,841,2000,7156725,5992,6,19000000,2000,300,C
94,8,66,328,7070459,760,0,,122,238,D
122,47,834,23000,6855137,27381,2,17000000,979,0,B
128,9,193,767,2694071,1727,3,,327,352,B
97,3,161,400,2315683,805,0,17000000,193,154,D
110,168,96,3000,39825798,4210,3,16000000,979,15000,B
